cdate,fdust,ozone,nd,cm,sagas,airquality,air_index
20180306,34,0.019,0.033,0.5,0.004,good,3
20180306,35,0.019,0.03,0.6,0.004,good,3
20180306,35,0.019,0.033,0.4,0.002,good,3
20180306,26,0.014,0.033,0.4,0.005,good,3
20180306,29,0.016,0.04,0.5,0.003,good,3
20180306,28,0.017,0.037000000000000005,0.5,0.004,good,3
20180306,31,0.017,0.038,0.5,0.003,good,3
20180306,32,0.018000000000000002,0.036000000000000004,0.5,0.003,good,3
20180306,39,0.015,0.035,0.5,0.005,good,3
20180306,42,0.031,0.029,0.3,0.004,normal,4
20180306,31,0.019,0.035,0.5,0.003,good,3
20180306,24,0.028,0.02,0.4,0.003,better,2
20180306,34,0.025,0.026,0.5,0.005,good,3
20180306,31,0.016,0.035,0.6,0.004,good,3
20180306,26,0.015,0.034,0.6,0.005,good,3
20180306,24,0.018000000000000002,0.029,0.6,0.005,better,2
20180306,33,0.016,0.03,0.5,0.005,good,3
20180306,30,0.017,0.034,0.6,0.005,good,3
20180306,32,0.021,0.033,0.6,0.003,good,3
20180306,26,0.022,0.029,0.3,0.003,better,2
20180306,28,0.025,0.046,0.4,0.003,good,3
20180306,26,0.021,0.034,0.6,0.006,good,3
20180306,25,0.021,0.03,0.5,0.003,good,3
20180307,29,0.027000000000000003,0.02,0.4,0.003,better,2
20180307,28,0.031,0.017,0.6,0.004,good,3
20180307,31,0.024,0.025,0.3,0.001,good,3
20180307,23,0.016,0.027000000000000003,0.3,0.005,better,2
20180307,27,0.02,0.034,0.4,0.003,good,3
20180307,33,0.023,0.027000000000000003,0.4,0.003,good,3
20180307,29,0.023,0.029,0.4,0.003,better,2
20180307,30,0.022,0.027000000000000003,0.4,0.003,better,2
20180307,33,0.021,0.028,0.5,0.004,good,3
20180307,33,0.031,0.023,0.2,0.003,good,3
20180307,29,0.02,0.033,0.4,0.003,good,3
20180307,25,0.025,0.029,0.5,0.005,better,2
20180307,29,0.031,0.019,0.4,0.004,good,3
20180307,26,0.021,0.03,0.5,0.003,good,3
20180307,24,0.025,0.025,0.4,0.003,better,2
20180307,29,0.029,0.022,0.4,0.005,better,2
20180307,30,0.019,0.031,0.6,0.004,good,3
20180307,24,0.015,0.028,0.5,0.005,better,2
20180307,23,0.026,0.019,0.4,0.005,better,2
20180307,32,0.02,0.024,0.5,0.005,good,3
20180307,25,0.026,0.022,0.4,0.004,better,2
20180307,30,0.03,0.023,0.4,0.002,good,3
20180307,24,0.03,0.021,0.1,0.003,good,3
20180307,31,0.032,0.036000000000000004,0.3,0.003,good,3
20180308,26,0.028,0.02,0.5,0.003,better,2
20180308,35,0.024,0.021,0.5,0.003,good,3
20180308,32,0.027000000000000003,0.021,0.6,0.004,good,3
20180308,34,0.024,0.024,0.4,0.001,good,3
20180308,29,0.016,0.027000000000000003,0.5,0.005,better,2
20180308,31,0.026,0.025,0.5,0.003,good,3
20180308,33,0.025,0.023,0.5,0.003,good,3
20180308,31,0.024,0.027000000000000003,0.4,0.003,good,3
20180308,31,0.025,0.024,0.4,0.003,good,3
20180308,38,0.016,0.025,0.5,0.003,good,3
20180308,41,0.03,0.021,0.3,0.003,normal,4
20180308,34,0.028,0.022,0.5,0.002,good,3
20180308,34,0.033,0.015,0.5,0.004,good,3
20180308,28,0.034,0.015,0.4,0.003,good,3
20180308,30,0.034,0.016,0.5,0.005,good,3
20180308,33,0.025,0.02,0.6,0.004,good,3
20180308,30,0.013,0.024,0.5,0.005,better,2
20180308,27,0.022,0.022,0.5,0.005,better,2
20180308,35,0.021,0.02,0.5,0.004,good,3
20180308,29,0.025,0.022,0.6,0.003,better,2
20180308,19,0.026,0.018000000000000002,0.4,0.002,better,2
20180308,14,0.021,0.02,0.2,0.002,better,2
20180308,16,0.025,0.033,0.3,0.003,good,3
20180308,29,0.027000000000000003,0.023,0.6,0.005,better,2
20180309,41,0.017,0.036000000000000004,0.6,0.003,normal,4
20180309,55,0.017,0.035,0.6,0.003,bad,5
20180309,48,0.018000000000000002,0.034,0.9,0.004,normal,4
20180309,65,0.013,0.037000000000000005,0.6,0.002,bad,5
20180309,47,0.011,0.039,0.6,0.005,normal,4
20180309,53,0.012,0.048,0.7,0.004,bad,5
20180309,67,0.012,0.043,0.7,0.004,bad,5
20180309,61,0.014,0.044,0.7,0.004,bad,5
20180309,61,0.015,0.04,0.7,0.004,bad,5
20180309,68,0.006,0.051,1.2,0.004,bad,5
20180309,73,0.016,0.038,0.5,0.005,bad,5
20180309,51,0.015,0.042,0.7,0.004,bad,5
20180309,45,0.026,0.027000000000000003,0.6,0.005,normal,4
20180309,41,0.028,0.023,0.5,0.003,normal,4
20180309,47,0.03,0.024,0.6,0.006,normal,4
20180309,41,0.02,0.031,0.7,0.004,normal,4
20180309,42,0.012,0.053,0.7,0.006,normal,4
20180309,44,0.015,0.035,0.7,0.005,normal,4
20180309,57,0.012,0.037000000000000005,0.6,0.005,bad,5
20180309,45,0.02,0.036000000000000004,0.7,0.003,normal,4
20180309,56,0.014,0.045,0.6,0.001,bad,5
20180309,41,0.018000000000000002,0.047,0.6,0.004,normal,4
20180309,39,0.024,0.036000000000000004,0.4,0.003,good,3
20180309,41,0.02,0.036000000000000004,0.7,0.006,normal,4
20180310,48,0.026,0.032,0.6,0.004,normal,4
20180310,55,0.017,0.038,0.7,0.004,bad,5
20180310,50,0.021,0.036000000000000004,0.9,0.005,normal,4
20180310,48,0.022,0.031,0.5,0.003,normal,4
20180310,42,0.016,0.035,0.5,0.006,normal,4
20180310,41,0.021,0.038,0.5,0.006,normal,4
20180310,45,0.021,0.035,0.6,0.005,normal,4
20180310,44,0.022,0.039,0.5,0.006,normal,4
20180310,44,0.022,0.035,0.6,0.005,normal,4
20180310,49,0.014,0.033,0.9,0.006,normal,4
20180310,47,0.024,0.031,0.3,0.006,normal,4
20180310,43,0.022,0.036000000000000004,0.5,0.006,normal,4
20180310,53,0.021,0.039,0.7,0.006,bad,5
20180310,51,0.025,0.035,0.7,0.006999999999999999,bad,5
20180310,48,0.017,0.04,0.8,0.006,normal,4
20180310,46,0.016,0.038,0.6,0.006999999999999999,normal,4
20180310,45,0.016,0.039,0.6,0.006,normal,4
20180310,50,0.016,0.035,0.6,0.006,normal,4
20180310,51,0.019,0.041,0.8,0.006,bad,5
20180310,48,0.024,0.032,0.5,0.003,normal,4
20180310,43,0.022,0.04,0.6,0.005,normal,4
20180310,48,0.024,0.033,0.4,0.005,normal,4
20180310,43,0.02,0.041,0.7,0.008,normal,4
20180310,40,0.021,0.037000000000000005,0.6,0.005,good,3
20180311,64,0.034,0.028,0.6,0.005,bad,5
20180311,57,0.028,0.027000000000000003,0.5,0.004,bad,5
20180311,53,0.032,0.026,0.7,0.005,bad,5
20180311,68,0.03,0.029,0.4,0.003,bad,5
20180311,55,0.022,0.028,0.4,0.006,bad,5
20180311,59,0.03,0.036000000000000004,0.5,0.004,bad,5
20180311,63,0.029,0.032,0.5,0.005,bad,5
20180311,61,0.032,0.032,0.5,0.005,bad,5
20180311,59,0.034,0.027000000000000003,0.5,0.005,bad,5
20180311,65,0.017,0.03,0.5,0.005,bad,5
20180311,68,0.034,0.028,0.3,0.005,bad,5
20180311,61,0.033,0.031,0.5,0.004,bad,5
20180311,61,0.037000000000000005,0.023,0.5,0.003,bad,5
20180311,65,0.041,0.023,0.6,0.005,bad,5
20180311,58,0.029,0.027000000000000003,0.6,0.005,bad,5
20180311,57,0.025,0.027000000000000003,0.5,0.006,bad,5
20180311,55,0.028,0.027000000000000003,0.6,0.006,bad,5
20180311,58,0.025,0.026,0.5,0.005,bad,5
20180311,58,0.031,0.028,0.5,0.004,bad,5
20180311,64,0.036000000000000004,0.022,0.4,0.001,bad,5
20180311,63,0.037000000000000005,0.026,0.4,0.004,bad,5
20180311,62,0.035,0.027000000000000003,0.3,0.004,bad,5
20180311,52,0.036000000000000004,0.026,0.5,0.006,bad,5
20180311,50,0.036000000000000004,0.024,0.5,0.004,normal,4
20180312,108,0.012,0.056,0.8,0.005,serious,7
20180312,103,0.019,0.051,1.1,0.006,serious,7
20180312,115,0.022,0.053,0.7,0.004,serious,7
20180312,93,0.013,0.056,0.7,0.006999999999999999,worse,6
20180312,102,0.022,0.06,0.8,0.006,serious,7
20180312,108,0.023,0.054000000000000006,0.8,0.006,serious,7
20180312,99,0.015,0.06,0.8,0.006,worse,6
20180312,99,0.022,0.054000000000000006,0.8,0.006,worse,6
20180312,116,0.013,0.051,0.6,0.006,serious,7
20180312,125,0.028,0.05,0.5,0.006,serious,7
20180312,115,0.024,0.06,0.8,0.006,serious,7
20180312,80,0.018000000000000002,0.06,0.9,0.008,worse,6
20180312,87,0.022,0.049,0.8,0.006999999999999999,worse,6
20180312,76,0.016,0.056,0.8,0.005,worse,6
20180312,85,0.027000000000000003,0.045,0.7,0.005,worse,6
20180312,93,0.027000000000000003,0.047,0.8,0.006999999999999999,worse,6
20180312,93,0.016,0.053,1.0,0.006,worse,6
20180312,91,0.015,0.06,0.8,0.008,worse,6
20180312,86,0.017,0.048,0.8,0.006999999999999999,worse,6
20180312,104,0.015,0.051,0.8,0.006,serious,7
20180312,95,0.018000000000000002,0.056,0.9,0.006,worse,6
20180312,103,0.006,0.05,0.7,0.005,serious,7
20180312,98,0.022,0.06,0.8,0.006,worse,6
20180312,102,0.025,0.051,0.5,0.005,serious,7
20180313,69,0.022,0.047,0.8,0.006999999999999999,bad,5
20180313,91,0.019,0.043,0.7,0.005,worse,6
20180313,42,0.023,0.038,1.1,0.006999999999999999,normal,4
20180313,75,0.026,0.042,0.6,0.003,bad,5
20180313,65,0.016,0.042,0.6,0.006999999999999999,bad,5
20180313,52,0.021,0.049,0.6,0.005,bad,5
20180313,46,0.025,0.038,0.5,0.005,normal,4
20180313,83,0.012,0.07200000000000001,1.0,0.005,worse,6
20180313,59,0.026,0.043,0.7,0.005,bad,5
20180313,61,0.006999999999999999,0.042,0.6,0.005,bad,5
20180313,67,0.029,0.041,0.4,0.005,bad,5
20180313,51,0.026,0.046,0.6,0.004,bad,5
20180313,65,0.024,0.047,0.6,0.005,bad,5
20180313,75,0.025,0.049,0.7,0.006999999999999999,bad,5
20180313,70,0.017,0.048,0.9,0.006,bad,5
20180313,68,0.017,0.051,0.8,0.008,bad,5
20180313,65,0.018000000000000002,0.042,0.8,0.006999999999999999,bad,5
20180313,81,0.018000000000000002,0.041,0.8,0.006,worse,6
20180313,79,0.019,0.048,0.9,0.008,worse,6
20180313,59,0.0,0.043,0.5,0.003,bad,5
20180313,44,0.035,0.034,0.4,0.005,normal,4
20180313,50,0.025,0.042,0.4,0.005,normal,4
20180313,71,0.022,0.046,0.6,0.004,bad,5
20180313,59,0.023,0.052000000000000005,0.9,0.008,bad,5
20180313,56,0.019,0.049,0.7,0.004,bad,5
20180314,20,0.027000000000000003,0.028,0.4,0.004,better,2
20180314,28,0.024,0.029,0.4,0.005,better,2
20180314,25,0.03,0.023,0.5,0.005,good,3
20180314,28,0.032,0.02,0.3,0.003,good,3
20180314,18,0.018000000000000002,0.027000000000000003,0.3,0.006,better,2
20180314,20,0.025,0.028,0.4,0.005,better,2
20180314,24,0.029,0.024,0.4,0.006,better,2
20180314,34,0.02,0.028,0.4,0.005,good,3
20180314,22,0.031,0.024,0.3,0.004,good,3
20180314,27,0.0,0.025,0.0,0.005,better,2
20180314,25,0.035,0.022,0.2,0.005,good,3
20180314,18,0.031,0.026,0.3,0.005,good,3
20180314,27,0.026,0.028,0.4,0.006,better,2
20180314,21,0.03,0.026,0.4,0.005,good,3
20180314,27,0.032,0.025,0.4,0.006,good,3
20180314,26,0.022,0.031,0.6,0.005,good,3
20180314,19,0.021,0.028,0.4,0.006999999999999999,better,2
20180314,19,0.024,0.025,0.5,0.006,better,2
20180314,28,0.019,0.027000000000000003,0.5,0.006,better,2
20180314,24,0.022,0.032,0.5,0.005,good,3
20180314,26,0.001,0.023,0.3,0.004,better,2
20180314,21,0.034,0.022,0.3,0.005,good,3
20180314,28,0.029,0.025,0.2,0.006,better,2
20180314,26,0.027000000000000003,0.028,0.4,0.004,better,2
20180314,22,0.027000000000000003,0.032,0.5,0.006999999999999999,good,3
20180315,15,0.019,0.024,0.4,0.003,better,2
20180315,26,0.01,0.033,0.5,0.004,good,3
20180315,26,0.012,0.032,0.6,0.004,good,3
20180315,23,0.02,0.025,0.3,0.002,better,2
20180315,17,0.01,0.03,0.4,0.005,good,3
20180315,22,0.013,0.031,0.4,0.003,good,3
20180315,26,0.015,0.03,0.4,0.004,good,3
20180315,24,0.015,0.028,0.4,0.004,better,2
20180315,21,0.018000000000000002,0.028,0.4,0.003,better,2
20180315,25,0.01,0.029,0.8,0.004,better,2
20180315,27,0.02,0.026,0.3,0.003,better,2
20180315,22,0.016,0.031,0.4,0.003,good,3
20180315,20,0.016,0.027000000000000003,0.4,0.004,better,2
20180315,19,0.02,0.025,0.4,0.004,better,2
20180315,20,0.013,0.031,0.7,0.004,good,3
20180315,15,0.013,0.032,0.4,0.006,good,3
20180315,16,0.012,0.03,0.5,0.006,good,3
20180315,25,0.008,0.029,0.5,0.005,better,2
20180315,24,0.011,0.036000000000000004,0.6,0.004,good,3
20180315,23,0.003,0.028,0.3,0.002,better,2
20180315,19,0.018000000000000002,0.027000000000000003,0.4,0.003,better,2
20180315,22,0.018000000000000002,0.025,0.3,0.003,better,2
20180315,26,0.013,0.032,0.4,0.002,good,3
20180315,18,0.015,0.032,0.5,0.005,good,3
20180315,20,0.014,0.029,0.4,0.002,better,2
20180316,15,0.038,0.014,0.3,0.004,good,3
20180316,14,0.035,0.01,0.3,0.003,good,3
20180316,14,0.037000000000000005,0.012,0.4,0.004,good,3
20180316,15,0.026,0.022,0.3,0.003,better,2
20180316,9,0.018000000000000002,0.033,0.3,0.005,good,3
20180316,12,0.03,0.021,0.4,0.002,good,3
20180316,15,0.033,0.017,0.3,0.003,good,3
20180316,16,0.028,0.022,0.3,0.004,better,2
20180316,16,0.029,0.019,0.3,0.002,better,2
20180316,15,0.027000000000000003,0.018000000000000002,0.5,0.003,better,2
20180316,16,0.037000000000000005,0.015,0.2,0.003,good,3
20180316,12,0.032,0.021,0.3,0.002,good,3
20180316,10,0.035,0.016,0.3,0.002,good,3
20180316,13,0.04,0.012,0.3,0.005,good,3
20180316,16,0.028,0.021,0.7,0.003,better,2
20180316,10,0.031,0.018000000000000002,0.3,0.005,good,3
20180316,10,0.032,0.014,0.4,0.005,good,3
20180316,17,0.03,0.013,0.4,0.004,good,3
20180316,13,0.034,0.014,0.3,0.004,good,3
20180316,16,0.035,0.012,0.2,0.002,good,3
20180316,10,0.04,0.013,0.3,0.003,good,3
20180316,14,0.035,0.016,0.1,0.002,good,3
20180316,14,0.036000000000000004,0.012,0.3,0.002,good,3
20180316,12,0.036000000000000004,0.016,0.5,0.005,good,3
20180316,13,0.031,0.02,0.4,0.002,good,3
20180317,35,0.021,0.028,0.4,0.002,good,3
20180317,33,0.019,0.032,0.5,0.003,good,3
20180317,33,0.019,0.03,0.6,0.004,good,3
20180317,35,0.018000000000000002,0.03,0.4,0.003,good,3
20180317,28,0.013,0.043,0.4,0.005,good,3
20180317,30,0.019,0.038,0.4,0.003,good,3
20180317,33,0.018000000000000002,0.036000000000000004,0.5,0.004,good,3
20180317,38,0.015,0.039,0.5,0.004,good,3
20180317,32,0.017,0.035,0.4,0.003,good,3
20180317,37,0.016,0.032,0.6,0.004,good,3
20180317,37,0.024,0.031,0.3,0.004,good,3
20180317,31,0.021,0.036000000000000004,0.4,0.003,good,3
20180317,32,0.026,0.031,0.4,0.004,good,3
20180317,36,0.019,0.032,0.4,0.003,good,3
20180317,32,0.028,0.026,0.2,0.003,good,3
20180317,26,0.025,0.031,0.5,0.005,good,3
20180317,27,0.022,0.031,0.4,0.003,good,3
20180317,30,0.025,0.028,0.5,0.005,better,2
20180317,26,0.026,0.025,0.4,0.003,better,2
20180317,29,0.029,0.024,0.4,0.005,better,2
20180317,30,0.019,0.032,0.7,0.004,good,3
20180317,27,0.021,0.033,0.4,0.005,good,3
20180317,25,0.039,0.026,0.5,0.006,good,3
20180317,34,0.016,0.03,0.5,0.005,good,3
20180317,31,0.022,0.03,0.5,0.005,good,3
20180318,54,0.021,0.042,0.6,0.004,bad,5
20180318,58,0.013,0.046,0.7,0.004,bad,5
20180318,54,0.011,0.05,0.9,0.005,bad,5
20180318,73,0.011,0.048,0.6,0.004,bad,5
20180318,61,0.008,0.064,0.6,0.006999999999999999,bad,5
20180318,62,0.018000000000000002,0.048,0.6,0.004,bad,5
20180318,70,0.012,0.051,0.7,0.006,bad,5
20180318,79,0.01,0.055,0.7,0.004,worse,6
20180318,69,0.01,0.057,0.7,0.005,bad,5
20180318,75,0.016,0.039,0.8,0.005,bad,5
20180318,71,0.017,0.049,0.4,0.006,bad,5
20180318,65,0.021,0.043,0.6,0.004,bad,5
20180318,58,0.021,0.039,0.6,0.005,bad,5
20180318,59,0.02,0.04,0.6,0.004,bad,5
20180318,58,0.025,0.037000000000000005,0.7,0.006,bad,5
20180318,53,0.016,0.042,0.9,0.005,bad,5
20180318,57,0.015,0.051,0.6,0.006,bad,5
20180318,55,0.057,0.04,0.7,0.006,bad,5
20180318,55,0.01,0.045,0.7,0.005,bad,5
20180318,62,0.013,0.051,0.7,0.006999999999999999,bad,5
20180318,71,0.02,0.037000000000000005,0.5,0.003,bad,5
20180318,61,0.027000000000000003,0.04,0.6,0.005,bad,5
20180318,58,0.025,0.035,0.4,0.004,bad,5
20180318,67,0.013,0.049,0.6,0.004,bad,5
20180318,52,0.021,0.045,0.7,0.006,bad,5
20180319,31,0.024,0.03,0.5,0.002,good,3
20180319,20,0.031,0.015,0.4,0.003,good,3
20180319,22,0.033,0.02,0.6,0.003,good,3
20180319,34,0.024,0.023,0.4,0.003,good,3
20180319,25,0.019,0.028,0.4,0.005,better,2
20180319,33,0.023,0.032,0.5,0.003,good,3
20180319,33,0.027000000000000003,0.024,0.4,0.003,good,3
20180319,37,0.014,0.026,0.4,0.004,good,3
20180319,31,0.026,0.028,0.4,0.003,good,3
20180319,35,0.024,0.024,0.6,0.003,good,3
20180319,28,0.02,0.033,0.3,0.003,good,3
20180319,33,0.027000000000000003,0.028,0.4,0.002,good,3
20180319,35,0.031,0.022,0.4,0.004,good,3
20180319,29,0.03,0.021,0.4,0.002,good,3
20180319,27,0.035,0.019,0.5,0.004,good,3
20180319,29,0.022,0.027000000000000003,0.8,0.004,better,2
20180319,30,0.019,0.029,0.5,0.005,better,2
20180319,29,0.038,0.021,0.5,0.006,good,3
20180319,23,0.023,0.02,0.5,0.005,better,2
20180319,29,0.03,0.022,0.4,0.004,good,3
20180319,37,0.03,0.02,0.3,0.002,good,3
20180319,24,0.041,0.015,0.4,0.003,good,3
20180319,31,0.033,0.019,0.2,0.003,good,3
20180319,34,0.031,0.022,0.4,0.002,good,3
20180319,30,0.028,0.028,0.6,0.005,better,2
20180320,17,0.049,0.008,0.3,0.003,good,3
20180320,23,0.037000000000000005,0.009000000000000001,0.3,0.003,good,3
20180320,23,0.044,0.009000000000000001,0.5,0.003,good,3
20180320,24,0.036000000000000004,0.011,0.3,0.002,good,3
20180320,15,0.026,0.017,0.3,0.004,better,2
20180320,17,0.037000000000000005,0.018000000000000002,0.3,0.002,good,3
20180320,20,0.039,0.013,0.3,0.002,good,3
20180320,23,0.0,0.015,0.3,0.003,better,2
20180320,21,0.037000000000000005,0.014,0.3,0.002,good,3
20180320,21,0.032,0.012,0.5,0.003,good,3
20180320,23,0.034,0.013,0.2,0.003,good,3
20180320,17,0.042,0.014,0.3,0.002,good,3
20180320,20,0.047,0.009000000000000001,0.3,0.004,good,3
20180320,19,0.042,0.014,0.3,0.002,good,3
20180320,20,0.046,0.008,0.3,0.004,good,3
20180320,24,0.031,0.02,0.6,0.003,good,3
20180320,17,0.029,0.015,0.3,0.004,better,2
20180320,15,0.038,0.011,0.4,0.005,good,3
20180320,26,0.034,0.011,0.4,0.004,good,3
20180320,20,0.04,0.011,0.4,0.004,good,3
20180320,23,0.041,0.01,0.2,0.001,good,3
20180320,17,0.048,0.009000000000000001,0.1,0.002,good,3
20180320,19,0.043,0.008,0.3,0.002,good,3
20180320,18,0.043,0.013,0.4,0.005,good,3
20180320,17,0.037000000000000005,0.017,0.4,0.002,good,3
20180409,31,0.016,0.042,0.7,0.005,good,3
20180409,33,0.018000000000000002,0.035,0.5,0.004,good,3
20180409,31,0.02,0.031,0.5,0.004,good,3
20180409,42,0.016,0.039,0.5,0.003,normal,4
20180409,35,0.01,0.042,0.5,0.005,good,3
20180409,39,0.013,0.048,0.5,0.003,good,3
20180409,41,0.016,0.039,0.5,0.003,normal,4
20180409,48,0.016,0.045,0.6,0.003,normal,4
20180409,37,0.015,0.041,0.5,0.003,good,3
20180409,55,0.012,0.037000000000000005,0.7,0.004,bad,5
20180409,37,0.015,0.037000000000000005,0.4,0.004,good,3
20180409,41,0.016,0.045,0.5,0.003,normal,4
20180409,35,0.02,0.034,0.5,0.004,good,3
20180409,32,0.022,0.031,0.5,0.002,good,3
20180409,29,0.0,0.0,0.0,0.0,better,2
20180409,34,0.015,0.036000000000000004,0.9,0.004,good,3
20180409,35,0.012,0.054000000000000006,0.5,0.005,normal,4
20180409,35,0.017,0.029,0.5,0.005,good,3
20180409,32,0.013,0.034,0.6,0.005,good,3
20180409,35,0.018000000000000002,0.034,0.4,0.001,good,3
20180409,53,0.012,0.038,0.5,0.003,bad,5
20180409,35,0.014,0.043,0.6,0.002,good,3
20180409,44,0.015,0.039,0.8,0.003,normal,4
20180409,42,0.019,0.033,0.2,0.003,normal,4
20180409,37,0.014,0.04,0.5,0.002,good,3
20180410,38,0.021,0.041,0.6,0.003,good,3
20180410,56,0.027000000000000003,0.031,0.4,0.004,bad,5
20180410,58,0.03,0.024,0.6,0.005,bad,5
20180410,58,0.032,0.028,0.4,0.003,bad,5
20180410,38,0.019,0.031,0.4,0.005,good,3
20180410,38,0.024,0.037000000000000005,0.5,0.003,good,3
20180410,44,0.029,0.032,0.4,0.003,normal,4
20180410,54,0.032,0.035,0.5,0.004,bad,5
20180410,42,0.029,0.032,0.5,0.003,normal,4
20180410,54,0.022,0.031,0.7,0.004,bad,5
20180410,50,0.028,0.03,0.3,0.004,normal,4
20180410,41,0.028,0.034,0.4,0.003,normal,4
20180410,42,0.028,0.031,0.6,0.005,normal,4
20180410,39,0.032,0.025,0.4,0.003,good,3
20180410,41,0.0,0.0,0.0,0.0,normal,4
20180410,49,0.023,0.033,0.7,0.004,normal,4
20180410,41,0.018000000000000002,0.045,0.5,0.006,normal,4
20180410,38,0.025,0.028,0.5,0.006,good,3
20180410,50,0.021,0.031,0.6,0.005,normal,4
20180410,45,0.028,0.027000000000000003,0.2,0.001,normal,4
20180410,54,0.029,0.028,0.3,0.003,bad,5
20180410,46,0.041,0.018000000000000002,0.6,0.004,normal,4
20180410,51,0.043,0.018000000000000002,0.1,0.003,bad,5
20180410,44,0.028,0.033,0.4,0.003,normal,4
20180410,37,0.028,0.036000000000000004,0.6,0.006,good,3
20180411,48,0.036000000000000004,0.024,0.4,0.003,normal,4
20180411,80,0.032,0.026,0.5,0.004,worse,6
20180411,77,0.037000000000000005,0.02,0.4,0.005,worse,6
20180411,80,0.038,0.02,0.3,0.004,worse,6
20180411,56,0.024,0.025,0.4,0.005,bad,5
20180411,53,0.031,0.029,0.4,0.004,bad,5
20180411,60,0.036000000000000004,0.024,0.4,0.004,bad,5
20180411,73,0.038,0.026,0.4,0.004,bad,5
20180411,58,0.037000000000000005,0.02,0.4,0.004,bad,5
20180411,74,0.026,0.026,0.6,0.005,bad,5
20180411,73,0.036000000000000004,0.022,0.3,0.005,bad,5
20180411,53,0.037000000000000005,0.024,0.4,0.004,bad,5
20180411,59,0.044,0.019,0.4,0.005,bad,5
20180411,58,0.044,0.015,0.4,0.004,bad,5
20180411,70,0.0,0.0,0.0,0.0,bad,5
20180411,68,0.032,0.025,0.6,0.004,bad,5
20180411,54,0.026,0.03,0.4,0.006,bad,5
20180411,54,0.032,0.022,0.5,0.006,bad,5
20180411,71,0.026,0.023,0.6,0.005,bad,5
20180411,66,0.033,0.024,0.2,0.002,bad,5
20180411,70,0.033,0.021,0.3,0.004,bad,5
20180411,64,0.038,0.021,0.7,0.004,bad,5
20180411,64,0.041,0.018000000000000002,0.2,0.005,bad,5
20180411,59,0.032,0.029,0.4,0.004,bad,5
20180411,53,0.036000000000000004,0.027000000000000003,0.5,0.006,bad,5
20180412,36,0.037000000000000005,0.023,0.4,0.004,good,3
20180412,54,0.026,0.034,0.5,0.005,bad,5
20180412,52,0.028,0.026,0.5,0.005,bad,5
20180412,60,0.031,0.028,0.4,0.004,bad,5
20180412,39,0.021,0.032,0.4,0.005,good,3
20180412,40,0.025,0.035,0.4,0.004,good,3
20180412,45,0.026,0.034,0.4,0.004,normal,4
20180412,52,0.032,0.034,0.4,0.004,bad,5
20180412,43,0.03,0.026,0.4,0.004,normal,4
20180412,56,0.021,0.032,0.6,0.005,bad,5
20180412,58,0.03,0.028,0.3,0.006,bad,5
20180412,46,0.029,0.032,0.4,0.004,normal,4
20180412,40,0.031,0.029,0.5,0.005,good,3
20180412,48,0.0,0.0,0.0,0.0,normal,4
20180412,51,0.029,0.03,0.6,0.005,bad,5
20180412,39,0.024,0.043,0.4,0.006999999999999999,good,3
20180412,37,0.026,0.029,0.5,0.006,good,3
20180412,54,0.023,0.028,0.5,0.005,bad,5
20180412,45,0.026,0.029,0.2,0.002,normal,4
20180412,53,0.028,0.026,0.4,0.005,bad,5
20180412,50,0.031,0.027000000000000003,0.7,0.005,normal,4
20180412,48,0.032,0.023,0.2,0.005,normal,4
20180412,39,0.024,0.034,0.4,0.004,good,3
20180412,40,0.029,0.032,0.5,0.006999999999999999,good,3
20180412,37,0.031,0.03,0.4,0.004,good,3
20180413,33,0.03,0.029,0.5,0.005,good,3
20180413,43,0.024,0.036000000000000004,0.4,0.004,normal,4
20180413,42,0.028,0.027000000000000003,0.5,0.003,normal,4
20180413,47,0.024,0.037000000000000005,0.4,0.003,normal,4
20180413,30,0.016,0.041,0.4,0.005,good,3
20180413,30,0.02,0.046,0.5,0.003,good,3
20180413,32,0.029,0.032,0.4,0.003,good,3
20180413,42,0.023,0.046,0.5,0.004,normal,4
20180413,34,0.024,0.035,0.5,0.003,good,3
20180413,41,0.018000000000000002,0.035,0.6,0.004,normal,4
20180413,44,0.023,0.037000000000000005,0.3,0.005,normal,4
20180413,35,0.023,0.041,0.5,0.004,good,3
20180413,27,0.033,0.024,0.4,0.003,good,3
20180413,36,0.0,0.0,0.0,0.0,good,3
20180413,43,0.023,0.036000000000000004,0.7,0.006999999999999999,normal,4
20180413,30,0.022,0.049,0.5,0.006,good,3
20180413,28,0.027000000000000003,0.027000000000000003,0.5,0.006,better,2
20180413,41,0.02,0.032,0.5,0.005,normal,4
20180413,37,0.023,0.032,0.2,0.002,good,3
20180413,41,0.024,0.031,0.4,0.003,normal,4
20180413,32,0.033,0.026,0.7,0.003,good,3
20180413,32,0.032,0.024,0.4,0.003,good,3
20180413,27,0.029,0.029,0.4,0.003,better,2
20180413,29,0.028,0.035,0.7,0.005,good,3
20180413,29,0.023,0.04,0.5,0.003,good,3
20180414,15,0.032,0.021,0.4,0.002,good,3
20180414,23,0.033,0.018000000000000002,0.4,0.004,good,3
20180414,22,0.035,0.015,0.5,0.004,good,3
20180414,27,0.034,0.02,0.3,0.003,good,3
20180414,17,0.02,0.026,0.3,0.004,better,2
20180414,19,0.029,0.025,0.4,0.002,better,2
20180414,21,0.037000000000000005,0.018000000000000002,0.4,0.002,good,3
20180414,20,0.035,0.025,0.4,0.003,good,3
20180414,22,0.031,0.021,0.4,0.002,good,3
