cdate,fdust,ozone,nd,cm,sagas,airquality,air_index
20180101,32,0.015,0.028,0.5,0.005,good,3
20180101,52,0.013,0.028,0.7,0.004,bad,5
20180101,49,0.011,0.031,0.6,0.005,normal,4
20180101,34,0.01,0.033,0.6,0.006,good,3
20180101,37,0.008,0.037000000000000005,0.7,0.005,good,3
20180101,39,0.01,0.036000000000000004,0.6,0.005,good,3
20180101,38,0.008,0.036000000000000004,0.5,0.008,good,3
20180101,40,0.012,0.035,0.5,0.005,good,3
20180101,47,0.01,0.03,0.7,0.006999999999999999,normal,4
20180101,47,0.008,0.025,0.6,0.006999999999999999,normal,4
20180101,0,0.012,0.036000000000000004,0.7,0.004,good,3
20180101,42,0.012,0.034,0.8,0.006999999999999999,normal,4
20180101,48,0.01,0.038,0.7,0.005,normal,4
20180101,38,0.018000000000000002,0.026,0.6,0.004,good,3
20180101,44,0.016,0.029,0.6,0.006,normal,4
20180101,43,0.01,0.04,0.7,0.006999999999999999,normal,4
20180101,46,0.013,0.031,0.6,0.006,normal,4
20180101,48,0.01,0.036000000000000004,0.7,0.006999999999999999,normal,4
20180101,47,0.01,0.032,0.3,0.006,normal,4
20180101,41,0.012,0.037000000000000005,0.7,0.005,normal,4
20180101,39,0.012,0.033,0.6,0.006,good,3
20180101,41,0.014,0.017,0.6,0.003,normal,4
20180101,38,0.012,0.029,0.3,0.005,good,3
20180101,34,0.016,0.029,0.6,0.006999999999999999,good,3
20180102,46,0.009000000000000001,0.041,0.8,0.005,normal,4
20180102,53,0.011,0.033,0.9,0.005,bad,5
20180102,50,0.01,0.032,0.7,0.006,normal,4
20180102,34,0.006999999999999999,0.039,0.7,0.006,good,3
20180102,39,0.008,0.038,0.8,0.005,good,3
20180102,39,0.01,0.039,0.7,0.005,good,3
20180102,37,0.006999999999999999,0.042,0.6,0.006999999999999999,good,3
20180102,43,0.011,0.045,0.8,0.004,normal,4
20180102,48,0.009000000000000001,0.037000000000000005,0.8,0.006999999999999999,normal,4
20180102,46,0.006999999999999999,0.024,0.8,0.006999999999999999,normal,4
20180102,23,0.012,0.037000000000000005,0.7,0.004,good,3
20180102,41,0.014,0.033,0.8,0.006,normal,4
20180102,32,0.02,0.028,0.6,0.004,good,3
20180102,42,0.016,0.033,0.8,0.004,normal,4
20180102,43,0.012,0.041,0.9,0.006,normal,4
20180102,43,0.011,0.043,0.7,0.006,normal,4
20180102,46,0.008,0.042,0.8,0.006,normal,4
20180102,42,0.009000000000000001,0.033,0.5,0.005,normal,4
20180102,44,0.01,0.043,0.8,0.006,normal,4
20180102,40,0.01,0.043,0.9,0.005,good,3
20180102,40,0.013,0.021,0.8,0.004,good,3
20180102,38,0.009000000000000001,0.038,0.5,0.005,good,3
20180102,36,0.01,0.044,0.9,0.006999999999999999,good,3
20180102,33,0.012,0.037000000000000005,0.8,0.005,good,3
20180103,31,0.016,0.025,0.6,0.006999999999999999,good,3
20180103,39,0.015,0.028,0.5,0.005,good,3
20180103,40,0.016,0.022,0.4,0.004,good,3
20180103,40,0.016,0.019,0.4,0.005,good,3
20180103,28,0.01,0.027000000000000003,0.5,0.006,better,2
20180103,33,0.015,0.022,0.5,0.004,good,3
20180103,33,0.016,0.026,0.5,0.005,good,3
20180103,30,0.012,0.025,0.3,0.006999999999999999,better,2
20180103,39,0.015,0.026,0.4,0.004,good,3
20180103,40,0.012,0.024,0.6,0.006999999999999999,good,3
20180103,39,0.012,0.016,0.4,0.006,good,3
20180103,33,0.019,0.02,0.4,0.004,good,3
20180103,36,0.022,0.018000000000000002,0.5,0.006,good,3
20180103,30,0.026,0.016,0.5,0.004,better,2
20180103,34,0.023,0.014,0.4,0.006,good,3
20180103,37,0.017,0.024,0.5,0.006,good,3
20180103,37,0.017,0.024,0.5,0.006,good,3
20180103,39,0.014,0.025,0.5,0.006,good,3
20180103,37,0.012,0.024,0.5,0.005,good,3
20180103,34,0.016,0.026,0.5,0.004,good,3
20180103,33,0.017,0.021,0.5,0.005,good,3
20180103,30,0.018000000000000002,0.021,0.5,0.005,better,2
20180103,39,0.02,0.024,0.6,0.005,good,3
20180103,36,0.013,0.025,0.3,0.005,good,3
20180104,38,0.009000000000000001,0.036000000000000004,0.7,0.005,good,3
20180104,55,0.011,0.036000000000000004,0.6,0.005,bad,5
20180104,57,0.013,0.029,0.6,0.005,bad,5
20180104,52,0.008,0.034,0.5,0.005,bad,5
20180104,34,0.006999999999999999,0.037000000000000005,0.6,0.006,good,3
20180104,39,0.008,0.033,0.6,0.004,good,3
20180104,42,0.009000000000000001,0.038,0.6,0.005,normal,4
20180104,41,0.006,0.039,0.4,0.006999999999999999,normal,4
20180104,49,0.009000000000000001,0.042,0.6,0.005,normal,4
20180104,49,0.009000000000000001,0.031,0.7,0.006999999999999999,normal,4
20180104,48,0.006999999999999999,0.024,0.6,0.006,normal,4
20180104,61,0.01,0.034,0.5,0.003,bad,5
20180104,47,0.014,0.031,0.6,0.006,normal,4
20180104,39,0.015,0.031,0.6,0.004,good,3
20180104,48,0.011,0.035,0.5,0.005,normal,4
20180104,47,0.01,0.038,0.7,0.006,normal,4
20180104,48,0.011,0.039,0.6,0.006,normal,4
20180104,51,0.011,0.033,0.6,0.006,bad,5
20180104,46,0.008,0.032,0.5,0.005,normal,4
20180104,43,0.014,0.033,0.5,0.005,normal,4
20180104,45,0.009000000000000001,0.036000000000000004,0.6,0.005,normal,4
20180104,38,0.015,0.03,0.6,0.005,good,3
20180104,41,0.008,0.036000000000000004,0.4,0.005,normal,4
20180104,39,0.01,0.037000000000000005,0.7,0.006999999999999999,good,3
20180105,48,0.006,0.044,0.8,0.005,normal,4
20180105,67,0.006999999999999999,0.049,0.8,0.005,bad,5
20180105,65,0.008,0.038,0.7,0.006,bad,5
20180105,60,0.008,0.036000000000000004,0.6,0.006,bad,5
20180105,46,0.006,0.044,0.7,0.006,normal,4
20180105,51,0.006999999999999999,0.04,0.7,0.005,bad,5
20180105,49,0.009000000000000001,0.044,0.8,0.006,normal,4
20180105,48,0.006999999999999999,0.041,0.5,0.006999999999999999,normal,4
20180105,53,0.01,0.043,0.7,0.005,bad,5
20180105,61,0.009000000000000001,0.034,0.8,0.008,bad,5
20180105,61,0.006,0.028,0.6,0.006999999999999999,bad,5
20180105,74,0.01,0.043,0.7,0.005,bad,5
20180105,63,0.008,0.044,0.9,0.006999999999999999,bad,5
20180105,56,0.013,0.042,0.8,0.005,bad,5
20180105,65,0.012,0.039,0.8,0.004,bad,5
20180105,63,0.008,0.043,0.7,0.006,bad,5
20180105,65,0.009000000000000001,0.049,0.7,0.006999999999999999,bad,5
20180105,67,0.006,0.048,0.8,0.006999999999999999,bad,5
20180105,59,0.006,0.041,0.6,0.006,bad,5
20180105,64,0.008,0.048,0.9,0.005,bad,5
20180105,55,0.006999999999999999,0.043,0.8,0.006,bad,5
20180105,52,0.01,0.043,0.5,0.005,bad,5
20180105,50,0.006999999999999999,0.043,0.5,0.006,normal,4
20180105,51,0.006999999999999999,0.048,0.8,0.006999999999999999,bad,5
20180106,42,0.019,0.031,0.8,0.004,normal,4
20180106,63,0.006,0.051,0.9,0.005,bad,5
20180106,60,0.009000000000000001,0.04,0.7,0.005,bad,5
20180106,52,0.011,0.034,0.6,0.006,bad,5
20180106,35,0.01,0.037000000000000005,0.6,0.006,good,3
20180106,42,0.01,0.038,0.7,0.005,normal,4
20180106,43,0.011,0.04,0.7,0.006,normal,4
20180106,44,0.009000000000000001,0.041,0.5,0.008,normal,4
20180106,47,0.012,0.04,0.6,0.005,normal,4
20180106,53,0.01,0.034,0.7,0.006999999999999999,bad,5
20180106,55,0.009000000000000001,0.026,0.6,0.006999999999999999,bad,5
20180106,50,0.015,0.037000000000000005,0.7,0.004,normal,4
20180106,49,0.011,0.041,0.8,0.006999999999999999,normal,4
20180106,52,0.017,0.034,0.8,0.006,bad,5
20180106,51,0.011,0.042,0.7,0.006,bad,5
20180106,50,0.016,0.036000000000000004,0.6,0.006999999999999999,normal,4
20180106,52,0.009000000000000001,0.043,0.8,0.006,bad,5
20180106,46,0.011,0.033,0.4,0.005,normal,4
20180106,54,0.009000000000000001,0.046,0.8,0.005,bad,5
20180106,45,0.014,0.035,0.7,0.005,normal,4
20180106,45,0.017,0.035,0.6,0.004,normal,4
20180106,44,0.013,0.033,0.4,0.005,normal,4
20180106,38,0.017,0.034,0.7,0.006999999999999999,good,3
20180106,38,0.015,0.033,0.7,0.005,good,3
20180107,57,0.005,0.048,1.0,0.006999999999999999,bad,5
20180107,57,0.004,0.049,0.9,0.005,bad,5
20180107,57,0.005,0.041,0.9,0.005,bad,5
20180107,62,0.004,0.044,0.8,0.005,bad,5
20180107,46,0.003,0.048,0.7,0.006,normal,4
20180107,53,0.003,0.053,1.1,0.005,bad,5
20180107,53,0.003,0.055,1.0,0.005,bad,5
20180107,54,0.002,0.054000000000000006,0.8,0.006999999999999999,bad,5
20180107,59,0.004,0.057,1.0,0.005,bad,5
20180107,58,0.005,0.043,0.8,0.006999999999999999,bad,5
20180107,62,0.003,0.034,0.8,0.006999999999999999,bad,5
20180107,67,0.004,0.056,1.0,0.004,bad,5
20180107,49,0.006999999999999999,0.047,0.9,0.004,normal,4
20180107,56,0.006,0.05,0.9,0.004,bad,5
20180107,55,0.004,0.052000000000000005,0.9,0.006,bad,5
20180107,57,0.005,0.057,0.8,0.006999999999999999,bad,5
20180107,55,0.005,0.045,0.8,0.006,bad,5
20180107,55,0.004,0.042,0.7,0.005,bad,5
20180107,58,0.005,0.048,0.8,0.005,bad,5
20180107,55,0.004,0.051,0.9,0.005,bad,5
20180107,44,0.008,0.049,0.9,0.004,normal,4
20180107,53,0.004,0.045,0.6,0.005,bad,5
20180107,47,0.005,0.053,1.0,0.006999999999999999,normal,4
20180107,46,0.004,0.049,0.9,0.004,normal,4
20180108,56,0.006,0.047,0.6,0.006,bad,5
20180108,55,0.006,0.051,0.9,0.006,bad,5
20180108,54,0.006999999999999999,0.043,0.8,0.006,bad,5
20180108,67,0.008,0.039,0.8,0.006,bad,5
20180108,52,0.005,0.05,0.8,0.006,bad,5
20180108,54,0.006,0.045,0.8,0.005,bad,5
20180108,58,0.008,0.048,0.9,0.006,bad,5
20180108,55,0.005,0.048,0.6,0.006999999999999999,bad,5
20180108,59,0.009000000000000001,0.05,0.8,0.005,bad,5
20180108,62,0.006,0.039,0.7,0.006999999999999999,bad,5
20180108,65,0.005,0.03,0.7,0.006999999999999999,bad,5
20180108,62,0.009000000000000001,0.045,0.7,0.005,bad,5
20180108,49,0.006,0.053,0.9,0.006999999999999999,normal,4
20180108,61,0.006999999999999999,0.047,0.9,0.006999999999999999,bad,5
20180108,52,0.006,0.048,0.9,0.005,bad,5
20180108,51,0.01,0.045,0.8,0.005,bad,5
20180108,57,0.01,0.044,0.9,0.006,bad,5
20180108,54,0.006999999999999999,0.046,0.8,0.006,bad,5
20180108,58,0.006,0.055,0.7,0.006999999999999999,bad,5
20180108,55,0.005,0.052000000000000005,0.8,0.006999999999999999,bad,5
20180108,57,0.005,0.044,0.7,0.006,bad,5
20180108,64,0.006999999999999999,0.052000000000000005,0.9,0.006,bad,5
20180108,61,0.006999999999999999,0.049,0.9,0.006,bad,5
20180108,51,0.009000000000000001,0.047,0.9,0.005,bad,5
20180109,37,0.024,0.016,0.4,0.004,good,3
20180109,47,0.023,0.019,0.5,0.005,normal,4
20180109,48,0.026,0.015,0.3,0.004,normal,4
20180109,48,0.022,0.016,0.4,0.006,normal,4
20180109,36,0.015,0.02,0.4,0.005,good,3
20180109,36,0.018000000000000002,0.02,0.4,0.004,good,3
20180109,40,0.022,0.021,0.4,0.005,good,3
20180109,37,0.019,0.02,0.2,0.006,good,3
20180109,43,0.024,0.019,0.4,0.004,normal,4
20180109,46,0.019,0.02,0.6,0.006,normal,4
20180109,47,0.016,0.014,0.4,0.006999999999999999,normal,4
20180109,38,0.024,0.019,0.4,0.004,good,3
20180109,42,0.03,0.013,0.4,0.006,normal,4
20180109,40,0.034,0.01,0.4,0.004,good,3
20180109,46,0.029,0.01,0.3,0.004,normal,4
20180109,43,0.023,0.016,0.4,0.005,normal,4
20180109,48,0.023,0.018000000000000002,0.5,0.006,normal,4
20180109,48,0.022,0.018000000000000002,0.5,0.006,normal,4
20180109,46,0.019,0.018000000000000002,0.4,0.005,normal,4
20180109,45,0.025,0.019,0.5,0.003,normal,4
20180109,40,0.023,0.019,0.5,0.005,good,3
20180109,48,0.027000000000000003,0.02,0.5,0.004,normal,4
20180109,40,0.021,0.018000000000000002,0.3,0.004,good,3
20180109,37,0.023,0.021,0.5,0.006,good,3
20180110,28,0.023,0.015,0.4,0.003,better,2
20180110,38,0.021,0.019,0.4,0.004,good,3
20180110,36,0.022,0.015,0.3,0.004,good,3
20180110,37,0.021,0.014,0.3,0.005,good,3
20180110,28,0.014,0.018000000000000002,0.4,0.005,better,2
20180110,30,0.015,0.022,0.4,0.004,better,2
20180110,33,0.02,0.021,0.4,0.004,good,3
20180110,29,0.017,0.021,0.3,0.006,better,2
20180110,33,0.021,0.019,0.4,0.004,good,3
20180110,39,0.015,0.021,0.6,0.006,good,3
20180110,38,0.013,0.015,0.4,0.006,good,3
20180110,29,0.02,0.02,0.4,0.003,better,2
20180110,34,0.024,0.015,0.4,0.005,good,3
20180110,31,0.032,0.009000000000000001,0.3,0.004,good,3
20180110,37,0.025,0.01,0.3,0.004,good,3
20180110,35,0.023,0.015,0.3,0.005,good,3
20180110,38,0.023,0.016,0.4,0.005,good,3
20180110,42,0.02,0.017,0.4,0.006,normal,4
20180110,36,0.017,0.016,0.2,0.004,good,3
20180110,32,0.022,0.018000000000000002,0.4,0.003,good,3
20180110,30,0.021,0.018000000000000002,0.4,0.004,better,2
20180110,40,0.025,0.019,0.5,0.004,good,3
20180110,32,0.018000000000000002,0.019,0.3,0.004,good,3
20180110,27,0.022,0.019,0.4,0.006,better,2
20180111,28,0.028,0.01,0.4,0.005,better,2
20180111,35,0.019,0.019,0.5,0.005,good,3
20180111,35,0.021,0.015,0.4,0.005,good,3
20180111,36,0.018000000000000002,0.015,0.4,0.006,good,3
20180111,26,0.012,0.02,0.4,0.005,better,2
20180111,30,0.014,0.019,0.5,0.003,better,2
20180111,31,0.018000000000000002,0.021,0.4,0.005,good,3
20180111,30,0.017,0.02,0.3,0.006,better,2
20180111,35,0.018000000000000002,0.018000000000000002,0.4,0.004,good,3
20180111,38,0.015,0.019,0.6,0.006999999999999999,good,3
20180111,37,0.013,0.013,0.5,0.006,good,3
20180111,31,0.019,0.018000000000000002,0.4,0.004,good,3
20180111,34,0.023,0.014,0.4,0.006,good,3
20180111,33,0.021,0.01,0.4,0.004,good,3
20180111,32,0.02,0.016,0.4,0.005,good,3
20180111,37,0.02,0.018000000000000002,0.5,0.006,good,3
20180111,38,0.018000000000000002,0.018000000000000002,0.5,0.006,good,3
20180111,34,0.015,0.017,0.2,0.005,good,3
20180111,34,0.02,0.019,0.5,0.003,good,3
20180111,31,0.019,0.018000000000000002,0.5,0.005,good,3
20180111,37,0.022,0.018000000000000002,0.5,0.004,good,3
20180111,34,0.017,0.018000000000000002,0.3,0.004,good,3
20180111,30,0.018000000000000002,0.02,0.5,0.006,better,2
20180111,29,0.02,0.016,0.5,0.004,better,2
20180112,25,0.018000000000000002,0.027000000000000003,0.5,0.006,better,2
20180112,26,0.013,0.035,0.5,0.004,good,3
20180112,25,0.017,0.026,0.5,0.005,better,2
20180112,27,0.014,0.027000000000000003,0.4,0.006,better,2
20180112,20,0.011,0.03,0.5,0.005,good,3
20180112,24,0.012,0.03,0.5,0.004,good,3
20180112,27,0.014,0.049,0.5,0.005,good,3
20180112,26,0.013,0.033,0.4,0.006999999999999999,good,3
20180112,27,0.014,0.031,0.4,0.003,good,3
20180112,28,0.014,0.028,0.6,0.006999999999999999,better,2
20180112,29,0.011,0.02,0.3,0.006999999999999999,better,2
20180112,27,0.017,0.03,0.4,0.004,good,3
20180112,16,0.025,0.021,0.4,0.004,better,2
20180112,22,0.017,0.022,0.6,0.003,better,2
20180112,23,0.016,0.03,0.5,0.005,good,3
20180112,25,0.02,0.029,0.5,0.006,better,2
20180112,28,0.013,0.033,0.5,0.006,good,3
20180112,24,0.013,0.026,0.5,0.004,better,2
20180112,24,0.017,0.031,0.5,0.004,good,3
20180112,23,0.017,0.028,0.5,0.005,better,2
20180112,24,0.022,0.026,0.5,0.004,better,2
20180112,22,0.015,0.029,0.3,0.004,better,2
20180112,21,0.017,0.03,0.5,0.006,good,3
20180112,20,0.018000000000000002,0.026,0.5,0.003,better,2
20180113,51,0.003,0.048,0.5,0.005,bad,5
20180113,50,0.003,0.051,0.7,0.005,normal,4
20180113,48,0.004,0.044,0.7,0.005,normal,4
20180113,57,0.003,0.043,0.7,0.006,bad,5
20180113,44,0.002,0.049,0.7,0.005,normal,4
20180113,51,0.002,0.053,0.9,0.004,bad,5
20180113,52,0.003,0.052000000000000005,0.8,0.005,bad,5
20180113,52,0.003,0.055,0.7,0.006999999999999999,bad,5
20180113,54,0.003,0.053,0.7,0.004,bad,5
20180113,53,0.005,0.043,0.7,0.006999999999999999,bad,5
20180113,54,0.003,0.032,0.5,0.006999999999999999,bad,5
20180113,58,0.003,0.059,0.8,0.004,bad,5
20180113,48,0.003,0.055,0.9,0.006,normal,4
20180113,54,0.003,0.051,0.9,0.006999999999999999,bad,5
20180113,54,0.003,0.053,0.9,0.005,bad,5
20180113,54,0.003,0.055,0.9,0.005,bad,5
20180113,52,0.004,0.051,0.9,0.006,bad,5
20180113,53,0.003,0.052000000000000005,0.9,0.006,bad,5
20180113,59,0.003,0.06,0.7,0.006,bad,5
20180113,53,0.003,0.047,0.7,0.006,bad,5
20180113,51,0.003,0.044,0.7,0.006,bad,5
20180113,54,0.004,0.049,0.7,0.004,bad,5
20180113,56,0.002,0.054000000000000006,0.9,0.005,bad,5
20180113,93,0.003,0.047,1.1,0.004,worse,6
20180113,51,0.005,0.053,0.9,0.005,bad,5
20180114,77,0.008,0.047,1.0,0.006999999999999999,worse,6
20180114,70,0.01,0.041,0.8,0.005,bad,5
20180114,65,0.013,0.034,0.8,0.005,bad,5
20180114,75,0.012,0.032,0.7,0.006,bad,5
20180114,63,0.006999999999999999,0.037000000000000005,0.6,0.006,bad,5
20180114,66,0.008,0.042,0.8,0.0,bad,5
20180114,68,0.015,0.039,0.8,0.004,bad,5
20180114,63,0.011,0.043,0.7,0.008,bad,5
20180114,70,0.013,0.043,0.7,0.004,bad,5
20180114,69,0.01,0.034,0.7,0.006999999999999999,bad,5
20180114,69,0.009000000000000001,0.027000000000000003,0.4,0.006999999999999999,bad,5
20180114,71,0.009000000000000001,0.047,0.7,0.004,bad,5
20180114,74,0.008,0.044,0.9,0.006,bad,5
20180114,72,0.009000000000000001,0.047,0.9,0.006999999999999999,bad,5
20180114,68,0.006,0.045,0.9,0.006,bad,5
20180114,76,0.008,0.049,0.6,0.006,worse,6
20180114,72,0.011,0.038,0.7,0.006,bad,5
20180114,66,0.006999999999999999,0.036000000000000004,0.7,0.006,bad,5
20180114,74,0.011,0.041,0.7,0.004,bad,5
20180114,70,0.01,0.04,0.8,0.005,bad,5
20180114,75,0.013,0.037000000000000005,0.5,0.004,bad,5
20180114,61,0.018000000000000002,0.034,0.7,0.004,bad,5
20180114,68,0.008,0.04,0.5,0.005,bad,5
20180114,64,0.008,0.045,0.9,0.006,bad,5
20180114,67,0.008,0.044,0.8,0.005,bad,5
20180115,63,0.011,0.051,0.8,0.005,bad,5
20180115,67,0.008,0.058,0.9,0.005,bad,5
20180115,62,0.011,0.045,0.8,0.005,bad,5
20180115,74,0.012,0.04,0.6,0.006999999999999999,bad,5
20180115,62,0.008,0.048,0.7,0.006999999999999999,bad,5
20180115,67,0.011,0.046,0.8,0.006,bad,5
20180115,69,0.015,0.045,0.7,0.006,bad,5
20180115,70,0.013,0.048,0.6,0.009000000000000001,bad,5
20180115,66,0.017,0.044,0.6,0.005,bad,5
20180115,74,0.01,0.04,0.7,0.008,bad,5
20180115,79,0.01,0.031,0.4,0.009000000000000001,worse,6
20180115,75,0.014,0.05,0.8,0.005,bad,5
20180115,64,0.014,0.051,0.9,0.008,bad,5
20180115,59,0.019,0.043,0.7,0.008,bad,5
20180115,67,0.017,0.047,0.9,0.006,bad,5
20180115,54,0.01,0.052000000000000005,1.0,0.006999999999999999,bad,5
20180115,77,0.01,0.06,0.7,0.008,worse,6
20180115,71,0.01,0.053,0.8,0.006999999999999999,bad,5
20180115,70,0.006,0.047,0.7,0.006999999999999999,bad,5
20180115,72,0.01,0.055,0.8,0.005,bad,5
20180115,75,0.012,0.046,0.8,0.006,bad,5
20180115,83,0.014,0.043,0.7,0.004,worse,6
20180115,64,0.017,0.049,0.8,0.005,bad,5
20180115,67,0.009000000000000001,0.046,0.5,0.006,bad,5
20180115,63,0.011,0.053,0.9,0.006999999999999999,bad,5
20180116,111,0.004,0.07200000000000001,1.1,0.008,serious,7
20180116,109,0.005,0.06,1.1,0.006,serious,7
20180116,104,0.004,0.056,1.1,0.006999999999999999,serious,7
20180116,127,0.003,0.061,1.2,0.006999999999999999,serious,7
20180116,89,0.003,0.066,1.1,0.008,worse,6
20180116,112,0.003,0.076,1.5,0.006999999999999999,serious,7
20180116,117,0.002,0.073,1.3,0.006999999999999999,serious,7
20180116,109,0.003,0.079,1.2,0.009000000000000001,serious,7
20180116,117,0.004,0.081,1.4,0.006999999999999999,serious,7
20180116,122,0.005,0.062,0.9,0.009000000000000001,serious,7
20180116,133,0.003,0.046,0.5,0.01,serious,7
20180116,118,0.003,0.08,1.4,0.006,serious,7
20180116,114,0.004,0.07,1.3,0.009000000000000001,serious,7
20180116,125,0.005,0.07,1.2,0.008,serious,7
20180116,118,0.004,0.066,1.2,0.006999999999999999,serious,7
20180116,123,0.004,0.078,0.9,0.009000000000000001,serious,7
20180116,115,0.005,0.065,1.0,0.008,serious,7
20180116,108,0.003,0.059,0.8,0.008,serious,7
20180116,108,0.006999999999999999,0.064,1.2,0.006,serious,7
20180116,116,0.004,0.075,1.5,0.006999999999999999,serious,7
20180116,137,0.005,0.07200000000000001,1.3,0.005,serious,7
20180116,107,0.006,0.08900000000000001,1.2,0.006,serious,7
20180116,100,0.003,0.065,0.8,0.006999999999999999,worse,6
20180116,97,0.004,0.07400000000000001,1.5,0.008,worse,6
20180116,99,0.004,0.07400000000000001,1.4,0.006999999999999999,worse,6
20180117,106,0.009000000000000001,0.054000000000000006,1.0,0.003,serious,7
20180117,119,0.005,0.06,1.0,0.006,serious,7
20180117,123,0.006,0.057,1.0,0.006,serious,7
20180117,129,0.005,0.052000000000000005,0.9,0.006999999999999999,serious,7
20180117,100,0.004,0.06,0.9,0.008,worse,6
20180117,98,0.004,0.055,1.0,0.006,worse,6
20180117,110,0.006999999999999999,0.062,1.1,0.006,serious,7
20180117,108,0.006,0.062,0.9,0.008,serious,7
20180117,115,0.009000000000000001,0.063,1.0,0.006,serious,7
20180117,121,0.005,0.048,0.7,0.008,serious,7
20180117,124,0.004,0.039,0.8,0.008,serious,7
20180117,99,0.009000000000000001,0.054000000000000006,0.9,0.005,worse,6
20180117,101,0.016,0.049,0.8,0.008,serious,7
20180117,113,0.015,0.05,1.0,0.006,serious,7
20180117,109,0.009000000000000001,0.049,0.8,0.006999999999999999,serious,7
20180117,126,0.008,0.058,0.7,0.008,serious,7
20180117,116,0.008,0.055,0.8,0.006999999999999999,serious,7
20180117,114,0.004,0.051,0.7,0.008,serious,7
20180117,119,0.005,0.066,1.0,0.005,serious,7
20180117,122,0.005,0.06,1.2,0.006,serious,7
20180117,134,0.008,0.057,1.1,0.004,serious,7
20180117,102,0.012,0.068,1.1,0.005,serious,7
20180117,111,0.005,0.053,0.6,0.006999999999999999,serious,7
20180117,99,0.009000000000000001,0.057,1.1,0.008,worse,6
20180117,96,0.008,0.058,1.0,0.006,worse,6
20180118,94,0.015,0.055,0.9,0.005,worse,6
20180118,94,0.013,0.044,0.8,0.005,worse,6
20180118,99,0.015,0.037000000000000005,0.7,0.005,worse,6
20180118,100,0.012,0.034,0.7,0.006999999999999999,worse,6
20180118,75,0.01,0.04,0.8,0.006999999999999999,bad,5
20180118,77,0.01,0.041,0.8,0.006,worse,6
20180118,82,0.013,0.041,0.7,0.005,worse,6
20180118,75,0.013,0.039,0.6,0.008,bad,5
20180118,82,0.018000000000000002,0.039,0.7,0.005,worse,6
20180118,95,0.009000000000000001,0.038,0.6,0.008,worse,6
20180118,94,0.009000000000000001,0.029,0.8,0.008,worse,6
20180118,77,0.014,0.042,0.8,0.005,worse,6
20180118,85,0.011,0.04,0.5,0.006,worse,6
20180118,78,0.016,0.039,0.8,0.005,worse,6
20180118,80,0.014,0.04,0.9,0.006999999999999999,worse,6
20180118,84,0.019,0.037000000000000005,0.8,0.006999999999999999,worse,6
20180118,85,0.026,0.029,0.7,0.006,worse,6
20180118,94,0.024,0.033,0.7,0.004,worse,6
20180118,88,0.015,0.036000000000000004,0.6,0.006,worse,6
20180118,98,0.015,0.04,0.6,0.006999999999999999,worse,6
20180118,98,0.013,0.042,0.8,0.006,worse,6
20180118,90,0.01,0.036000000000000004,0.5,0.006,worse,6
20180118,88,0.016,0.043,0.8,0.004,worse,6
20180118,92,0.011,0.041,0.8,0.006,worse,6
20180118,100,0.013,0.04,0.9,0.003,worse,6
20180119,57,0.023,0.031,0.7,0.006999999999999999,bad,5
20180119,70,0.015,0.041,0.7,0.006,bad,5
20180119,76,0.017,0.034,0.5,0.006,worse,6
20180119,65,0.014,0.033,0.5,0.006,bad,5
20180119,48,0.01,0.041,0.6,0.006,normal,4
20180119,50,0.011,0.04,0.7,0.005,normal,4
20180119,56,0.016,0.04,0.6,0.005,bad,5
20180119,53,0.015,0.04,0.5,0.008,bad,5
20180119,57,0.017,0.039,0.6,0.005,bad,5
20180119,67,0.012,0.035,0.6,0.006999999999999999,bad,5
20180119,66,0.01,0.028,0.7,0.006999999999999999,bad,5
20180119,52,0.015,0.042,0.6,0.005,bad,5
20180119,52,0.027000000000000003,0.028,0.6,0.005,bad,5
20180119,62,0.021,0.034,0.7,0.005,bad,5
20180119,60,0.016,0.036000000000000004,0.5,0.006,bad,5
20180119,65,0.016,0.042,0.6,0.006999999999999999,bad,5
20180119,67,0.017,0.034,0.7,0.006,bad,5
20180119,64,0.012,0.034,0.4,0.006,bad,5
20180119,61,0.018000000000000002,0.038,0.7,0.004,bad,5
20180119,56,0.015,0.037000000000000005,0.7,0.005,bad,5
20180119,65,0.015,0.037000000000000005,0.7,0.003,bad,5
20180119,59,0.021,0.044,0.7,0.004,bad,5
20180119,53,0.013,0.037000000000000005,0.4,0.005,bad,5
20180119,51,0.016,0.038,0.7,0.006999999999999999,bad,5
20180119,49,0.018000000000000002,0.035,0.6,0.004,normal,4
20180120,85,0.015,0.047,0.9,0.006,worse,6
20180120,106,0.012,0.051,1.0,0.006,serious,7
20180120,120,0.014,0.043,0.9,0.006999999999999999,serious,7
20180120,116,0.014,0.04,0.8,0.008,serious,7
20180120,81,0.009000000000000001,0.048,0.9,0.008,worse,6
20180120,93,0.011,0.045,0.9,0.008,worse,6
20180120,100,0.012,0.049,0.9,0.006999999999999999,worse,6
20180120,92,0.013,0.048,0.8,0.009000000000000001,worse,6
20180120,101,0.015,0.048,0.9,0.006999999999999999,serious,7
20180120,117,0.012,0.04,0.7,0.011,serious,7
20180120,112,0.01,0.031,1.0,0.01,serious,7
20180120,100,0.015,0.047,0.9,0.006999999999999999,worse,6
20180120,89,0.015,0.048,1.0,0.008,worse,6
20180120,96,0.018000000000000002,0.051,0.9,0.006999999999999999,worse,6
20180120,106,0.017,0.049,1.1,0.006,serious,7
20180120,103,0.014,0.049,0.9,0.008,serious,7
